"","date","cumTime","centerE","centerN"
"994",2010-03-17,10147.7164799999,9.461,-3.506
"995",2010-03-17,10155.7166399999,9.541,-3.536
"996",2010-03-18,10163.6999999999,9.517,-3.551
"997",2010-03-18,10171.7164799999,9.566,-3.479
"998",2010-03-18,10179.7166399999,8.45,-2.506
"999",2010-03-19,10195.6999199999,8.523,-2.447
"1000",2010-03-19,10203.7166399999,8.855,-2.947
"1001",2010-03-20,10211.6999999999,9.518,-3.551
"1002",2010-03-20,10219.6999199999,8.451,-2.504
"1003",2010-03-20,10227.7331999999,8.513,-2.335
"1004",2010-03-21,10235.6999999999,9.513,-3.552
"1005",2010-03-21,10243.6999199999,8.101,-2.475
"1006",2010-03-21,10251.7166399999,8.528,-2.593
"1007",2010-03-22,10259.6999999999,8.947,-3.056
"1008",2010-03-23,10283.6999999999,8.967,-3.062
"1009",2010-03-23,10291.7164799999,8.526,-2.529
"1010",2010-03-23,10299.7331999999,8.437,-2.548
"1011",2010-03-24,10307.6999999999,8.89,-3.016
"1012",2010-03-24,10315.7164799999,8.898,-2.903
"1013",2010-03-24,10323.7166399999,8.357,-3.23
"1014",2010-03-25,10331.7165599999,9.757,-3.309
"1015",2010-03-25,10339.6999199999,8.997,-3.239
"1016",2010-03-25,10347.7331999999,8.329,-3.42
"1017",2010-03-26,10355.7165599999,9.954,-3.436
"1018",2010-03-26,10363.6999199999,9.502,-3.311
"1019",2010-03-26,10371.69984,9.003,-3.245
"1020",2010-03-27,10379.6999999999,9.199,-3.216
"1021",2010-03-27,10387.7332799999,8.851,-3.124
"1022",2010-03-27,10395.7166399999,8.856,-3.149
"1023",2010-03-28,10403.6999999999,9.165,-2.985
"1024",2010-03-28,10411.6999199999,8.727,-2.916
"1025",2010-03-28,10419.7331999999,8.849,-2.946
"1026",2010-03-29,10427.7165599999,9.891,-0.688
"1027",2010-03-29,10435.6999199999,10.311,-1.161
"1028",2010-03-29,10443.7166399999,10.34,-1.157
"1029",2010-03-30,10451.7165599999,8.869,-3.143
"1030",2010-03-30,10459.7332799999,8.834,-2.902
"1031",2010-03-30,10467.7331999999,8.89,-2.944
"1032",2010-04-01,10499.7165599999,10.59,-1.931
"1033",2010-04-01,10515.7166399999,10.651,-1.641
"1034",2010-04-02,10523.6999999999,10.082,-1.562
"1035",2010-04-02,10531.7332799999,10.165,-1.365
"1036",2010-04-02,10539.7331999999,9.863,-0.819
"1037",2010-04-03,10547.7165599999,8.101,-1.43
"1038",2010-04-03,10555.7332799999,7.507,-1.73
"1039",2010-04-03,10563.7166399999,7.519,-1.744
"1040",2010-04-04,10571.6999999999,9.118,-1.052
"1041",2010-04-05,10611.7331999999,10.04,-0.601
"1042",2010-04-06,10619.7165599999,9.732,-1.806
"1043",2010-04-06,10627.6999199999,10.688,-1.859
"1044",2010-04-06,10635.7166399999,10.447,-1.63
"1045",2010-04-07,10643.6999999999,9.721,-1.825
"1046",2010-04-07,10651.6999199999,10.706,-1.817
"1047",2010-04-07,10659.7331999999,10.678,-1.861
"1048",2010-04-08,10667.6999999999,9.732,-1.806
"1049",2010-04-08,10675.6999199999,10.677,-1.908
"1050",2010-04-09,10691.6999999999,9.729,-1.814
"1051",2010-04-09,10699.7164799999,10.698,-1.847
"1052",2010-04-09,10707.7331999999,10.685,-1.872
"1053",2010-04-10,10715.7165599999,9.73,-1.809
"1054",2010-04-10,10723.7332799999,10.691,-1.844
"1055",2010-04-10,10731.7331999999,10.702,-1.857
"1056",2010-04-11,10739.6999999999,9.711,-1.767
"1057",2010-04-11,10755.7166399999,10.32,-1.838
"1058",2010-04-12,10763.6999999999,10.025,-1.372
"1059",2010-04-12,10771.6999199999,10.336,-1.096
"1060",2010-04-12,10779.69984,10.346,-1.081
"1061",2010-04-13,10787.6999999999,9.727,-1.812
"1062",2010-04-13,10795.6999199999,10.684,-1.864
"1063",2010-04-13,10803.7331999999,10.696,-1.868
"1064",2010-04-14,10811.6999999999,9.873,-1.852
"1065",2010-04-14,10819.6999199999,10.711,-1.877
"1066",2010-04-14,10827.69984,10.756,-1.735
"1067",2010-04-15,10835.6999999999,11.513,-0.682
"1068",2010-04-15,10843.6999199999,10.317,-0.415
"1069",2010-04-15,10851.69984,10.246,-0.319
"1070",2010-04-16,10859.6999999999,4.748,0.414
"1071",2010-04-16,10867.6999199999,3.542,1.044
"1072",2010-04-16,10875.69984,3.537,1.028
"1073",2010-04-17,10883.6999999999,4.642,1.421
"1074",2010-04-17,10891.6999199999,3.882,0.79
"1075",2010-04-17,10899.7166399999,3.876,0.79
"1076",2010-04-18,10907.7165599999,8,-0.588
"1077",2010-04-18,10915.6999199999,8.971,-0.668
"1078",2010-04-18,10923.7166399999,8.985,-0.663
"1079",2010-04-19,10931.6999999999,8.971,-0.644
"1080",2010-04-19,10939.6999199999,8.964,-0.677
"1081",2010-04-19,10947.7166399999,8.892,-0.711
"1082",2010-04-20,10955.6999999999,8.938,-0.627
"1083",2010-04-20,10963.6999199999,8.962,-0.672
"1084",2010-04-20,10971.7166399999,9.03,-0.766
"1085",2010-04-21,10979.7499199999,8.945,-0.665
"1086",2010-04-21,10987.7332799999,9.011,-0.846
"1087",2010-04-21,10995.69984,8.96,-0.691
"1088",2010-04-22,11003.7165599999,8.944,-0.65
"1089",2010-04-22,11011.7332799999,8.95,-0.693
"1090",2010-04-22,11019.7166399999,9.129,-0.632
"1091",2010-04-23,11027.7165599999,8.95,-0.679
"1092",2010-04-23,11035.6999199999,8.95,-0.671
"1093",2010-04-23,11043.7166399999,8.892,-0.725
"1094",2010-04-24,11051.7165599999,9,-0.646
"1095",2010-04-24,11059.7164799999,8.952,-0.668
"1096",2010-04-25,11075.73336,8.937,-0.688
"1097",2010-04-25,11083.6999199999,8.972,-0.638
"1098",2010-04-25,11091.7166399999,8.973,-0.64
"1099",2010-04-26,11099.6999999999,8.957,-0.651
"1100",2010-04-26,11107.6999199999,9.005,-0.618
"1101",2010-04-26,11115.7331999999,9.338,-0.459
"1102",2010-04-27,11123.6999999999,8.972,-0.637
"1103",2010-04-27,11131.6999199999,8.97,-0.663
"1104",2010-04-28,11147.7165599999,9,-0.674
"1105",2010-04-28,11163.7166399999,9.711,0.006
"1106",2010-04-29,11171.7165599999,5.971,-0.882
"1107",2010-04-29,11179.7164799999,7.68,-3.255
"1108",2010-04-29,11187.7166399999,9.835,-4.629
"1109",2010-04-30,11195.6999999999,8.951,-0.647
"1110",2010-04-30,11211.69984,10.096,-0.583
"1111",2010-05-01,11219.6999999999,8.251,0.115
"1112",2010-05-01,11235.7331999999,7.257,1.286
"1113",2010-05-02,11243.6999999999,9.938,-1.432
"1114",2010-05-02,11251.6999199999,10.546,-0.462
"1115",2010-05-02,11259.69984,10.309,-0.414
"1116",2010-05-03,11267.6999999999,10.33,-2.024
"1117",2010-05-03,11275.7164799999,10.413,-1.912
"1118",2010-05-03,11283.69984,10.413,-1.951
"1119",2010-05-04,11291.6999999999,10.653,-2.15
"1120",2010-05-04,11299.6999199999,10.418,-1.882
"1121",2010-05-04,11307.7331999999,10.328,-1.898
"1122",2010-05-05,11315.6999999999,10.977,-2.321
"1123",2010-05-05,11323.6999199999,10.682,-1.936
"1124",2010-05-05,11331.69984,10.652,-1.944
"1125",2010-05-06,11339.6999999999,10.915,-2.105
"1126",2010-05-06,11347.6999199999,10.688,-1.936
"1127",2010-05-06,11355.7331999999,10.744,-1.957
"1128",2010-05-07,11363.73336,11.707,-3.674
"1129",2010-05-07,11371.6999199999,10.99,-6.983
"1130",2010-05-07,11379.69984,10.421,-5.441
"1131",2010-05-08,11387.6999999999,8.297,-2.746
"1132",2010-05-08,11395.7332799999,6.068,-1.564
"1133",2010-05-08,11403.69984,5.44,-1.623
"1134",2010-05-09,11411.6999999999,5.967,-0.935
"1135",2010-05-09,11419.6999199999,10.246,-0.472
"1136",2010-05-09,11427.7331999999,10.779,-0.672
"1137",2010-05-10,11435.6999999999,10.791,-0.725
"1138",2010-05-10,11443.6999199999,10.822,-0.733
"1139",2010-05-10,11451.69984,10.819,-0.725
"1140",2010-05-11,11459.7165599999,10.824,-0.722
"1141",2010-05-11,11467.7164799999,10.803,-0.736
"1142",2010-05-11,11475.7166399999,10.799,-0.732
"1143",2010-05-12,11483.7165599999,10.79,-0.718
"1144",2010-05-12,11499.7166399999,10.803,-0.684
"1145",2010-05-13,11515.7164799999,10.381,-0.386
"1146",2010-05-13,11523.7166399999,10.276,-0.407
"1147",2010-05-14,11531.6999999999,10.871,-1.95
"1148",2010-05-14,11539.6999199999,10.786,-1.843
"1149",2010-05-14,11547.69984,10.862,-1.934
"1150",2010-05-15,11555.6999999999,10.864,-1.925
"1151",2010-05-15,11563.6999199999,10.787,-1.825
"1152",2010-05-15,11571.69984,10.873,-1.911
"1153",2010-05-16,11579.6999999999,10.874,-1.958
"1154",2010-05-16,11587.6999199999,10.838,-1.924
"1155",2010-05-16,11595.69984,10.824,-1.97
"1156",2010-05-17,11603.6999999999,10.869,-1.952
"1157",2010-05-17,11611.6999199999,10.838,-1.918
"1158",2010-05-17,11619.7166399999,10.861,-1.935
"1159",2010-05-18,11627.6999999999,10.867,-1.942
"1160",2010-05-18,11635.6999199999,10.829,-1.935
"1161",2010-05-18,11643.69984,10.847,-1.926
"1162",2010-05-19,11651.6999999999,10.863,-1.959
"1163",2010-05-19,11667.69984,10.695,-1.858
"1164",2010-05-20,11675.6999999999,8.872,0.14
"1165",2010-05-20,11691.69984,7.713,1.183
"1166",2010-05-21,11699.6999999999,3.216,0.678
"1167",2010-05-21,11707.6999199999,-0.171,-1.951
"1168",2010-05-21,11715.7331999999,0.11,-4.186
"1169",2010-05-22,11723.7165599999,-1.915,-2.946
"1170",2010-05-22,11731.7164799999,-0.814,-2.76
"1171",2010-05-22,11739.69984,-0.935,-3.616
"1172",2010-05-23,11747.6999999999,0.977,1.105
"1173",2010-05-23,11763.7166399999,4.837,1.2
"1174",2010-05-24,11771.6999999999,7.987,-0.816
"1175",2010-05-24,11779.6999199999,9.729,-0.437
"1176",2010-05-24,11787.69984,10.431,-0.354
"1177",2010-05-25,11795.7165599999,11.908,-3.588
"1178",2010-05-25,11803.7164799999,11.13,-5.364
"1179",2010-05-25,11811.7166399999,10.966,-5.445
"1180",2010-05-26,11819.6999999999,11.031,-5.384
"1181",2010-05-26,11835.7331999999,11.022,-5.37
"1182",2010-05-27,11843.7165599999,11.007,-5.375
"1183",2010-05-27,11851.7164799999,11,-5.348
"1184",2010-05-27,11859.7166399999,11.139,-5.349
"1185",2010-05-28,11867.7165599999,12.117,-5.983
"1186",2010-05-28,11875.7332799999,10.853,-5.694
"1187",2010-05-28,11883.69984,11.632,-5.821
"1188",2010-05-29,11907.7166399999,10.479,-4.931
"1189",2010-05-30,11915.7165599999,12.083,-5.995
"1190",2010-05-30,11923.7164799999,9.805,-6.894
"1191",2010-05-30,11931.69984,9.1,-7.972
"1192",2010-05-31,11939.6999999999,12.108,-6.026
"1193",2010-05-31,11947.7164799999,12.287,-6.722
"1194",2010-05-31,11955.69984,12.296,-6.731
"1195",2010-06-01,11963.7165599999,12.285,-6.701
"1196",2010-06-01,11971.7164799999,12.074,-8.646
"1197",2010-06-01,11979.7166399999,12.312,-8.448
"1198",2010-06-02,11987.7165599999,12.095,-5.659
"1199",2010-06-02,12003.69984,7.4,-7.16
"1200",2010-06-03,12011.6999999999,12.079,-4.787
"1201",2010-06-03,12027.7166399999,10.842,-5.236
"1202",2010-06-04,12035.6999999999,11.838,-4.754
"1203",2010-06-04,12051.7331999999,9.77,-4.809
"1204",2010-06-05,12059.6999999999,12.693,-5.938
"1205",2010-06-05,12067.7332799999,11.197,-5.824
"1206",2010-06-05,12075.7166399999,11.754,-5.666
"1207",2010-06-06,12083.73336,13.618,-8.799
"1208",2010-06-06,12091.7332799999,14.426,-8.558
"1209",2010-06-06,12099.69984,13.541,-8.748
"1210",2010-06-07,12107.73336,13.627,-8.832
"1211",2010-06-08,12131.7165599999,13.602,-8.83
"1212",2010-06-08,12139.6999199999,11.557,-8.999
"1213",2010-06-09,12155.6999999999,12.076,-4.539
"1214",2010-06-09,12171.7331999999,10.968,-5.468
"1215",2010-06-10,12179.6999999999,10.442,-5.766
"1216",2010-06-10,12187.7164799999,10.455,-5.799
"1217",2010-06-10,12195.7166399999,10.383,-5.968
"1218",2010-06-11,12203.6999999999,10.418,-5.804
"1219",2010-06-11,12211.7332799999,10.988,-5.981
"1220",2010-06-11,12219.7331999999,10.428,-5.779
"1221",2010-06-12,12227.7165599999,10.429,-5.756
"1222",2010-06-13,12251.7165599999,9.847,-5.735
"1223",2010-06-13,12259.7332799999,10.493,-6.183
"1224",2010-06-13,12267.7331999999,7.515,-4.728
"1225",2010-06-14,12275.6999999999,7.98,-2.366
"1226",2010-06-14,12283.7332799999,7.635,-2.796
"1227",2010-06-14,12291.69984,7.382,-2.188
"1228",2010-06-15,12299.7165599999,6.02,-0.282
"1229",2010-06-15,12307.7164799999,4.947,-2.682
"1230",2010-06-15,12315.7166399999,4.586,-1.567
"1231",2010-06-16,12323.7165599999,5.53,0.003
"1232",2010-06-16,12331.7164799999,5.9,-1.991
"1233",2010-06-16,12339.7331999999,5.413,-1.206
"1234",2010-06-17,12347.6999999999,5.553,-0.026
"1235",2010-06-18,12371.73336,6.61,-0.413
"1236",2010-06-18,12379.7164799999,7.061,-3.265
"1237",2010-06-18,12387.69984,6.34,-3.156
"1238",2010-06-19,12395.7165599999,6.308,-3.117
"1239",2010-06-19,12403.7164799999,5.509,-4
"1240",2010-06-19,12411.7166399999,5.531,-3.965
"1241",2010-06-20,12419.7165599999,8.38,-2.272
"1242",2010-06-20,12427.7164799999,9.143,-4.769
"1243",2010-06-20,12435.69984,9.638,-4.126
"1244",2010-06-21,12443.7165599999,11.088,-3.424
"1245",2010-06-21,12459.69984,5.44,-7.989
"1246",2010-06-22,12467.7165599999,4.702,-3.734
"1247",2010-06-22,12475.6999199999,1.753,-2.433
"1248",2010-06-22,12483.7166399999,1.365,-2.026
"1249",2010-06-23,12499.7332799999,5.178,-2.472
"1250",2010-06-23,12507.7166399999,4.58,-1.95
"1251",2010-06-24,12515.7165599999,5.958,-3.76
"1252",2010-06-24,12531.7166399999,7.681,-4.789
"1253",2010-06-25,12539.6999999999,8.764,-4.024
"1254",2010-06-25,12555.69984,7.447,-4.353
"1255",2010-06-26,12571.7498399999,7.088,-6.819
"1256",2010-06-26,12579.69984,7.457,-4.348
"1257",2010-06-27,12587.7165599999,7.462,-4.385
"1258",2010-06-27,12603.69984,7.456,-4.351
"1259",2010-06-28,12611.6999999999,7.891,-4.084
"1260",2010-06-28,12619.6999199999,7.441,-4.385
"1261",2010-06-28,12627.69984,7.456,-4.349
"1262",2010-06-29,12635.7165599999,7.451,-4.346
"1263",2010-06-29,12643.7332799999,6.48,-6.022
"1264",2010-06-29,12651.7166399999,7.459,-4.343
"1265",2010-06-30,12659.7165599999,7.456,-4.343
"1266",2010-06-30,12667.7332799999,7.458,-4.341
"1267",2010-06-30,12675.69984,7.444,-4.348
"1268",2010-07-01,12683.7165599999,7.448,-4.301
"1269",2010-07-01,12691.7332799999,7.466,-4.327
"1270",2010-07-01,12699.7166399999,5.553,-4.633
"1271",2010-07-02,12707.73336,7.446,-4.363
"1272",2010-07-02,12723.7166399999,7.929,-3.922
"1273",2010-07-03,12731.7165599999,7.451,-4.349
"1274",2010-07-03,12739.7332799999,7.436,-4.372
"1275",2010-07-03,12747.7166399999,7.447,-4.345
"1276",2010-07-04,12755.7165599999,8.87,-4.531
"1277",2010-07-04,12771.7166399999,7.441,-4.344
"1278",2010-07-05,12779.73336,10.132,-3.756
"1279",2010-07-05,12787.7332799999,7.563,-4.333
"1280",2010-07-05,12795.7166399999,8.856,-4.582
"1281",2010-07-06,12803.6999999999,8.869,-4.519
"1282",2010-07-06,12811.6999199999,8.745,-4.526
"1283",2010-07-06,12819.7166399999,8.982,-4.589
"1284",2010-07-07,12827.6999999999,6.526,-0.994
"1285",2010-07-07,12843.7166399999,4.896,-1.136
"1286",2010-07-08,12851.7165599999,4.33,-1.175
"1287",2010-07-09,12875.7165599999,4.77,-1.084
"1288",2010-07-09,12883.7332799999,4.751,-1.093
"1289",2010-07-10,12899.73336,4.341,-1.211
"1290",2010-07-10,12907.7164799999,4.758,-1.086
"1291",2010-07-10,12915.7331999999,4.928,-1.136
"1292",2010-07-11,12923.7165599999,6.347,-0.697
"1293",2010-07-11,12931.6999199999,5.61,-1.093
"1294",2010-07-12,12947.6999999999,6.254,-0.52
"1295",2010-07-12,12955.6999199999,5.497,-1.148
"1296",2010-07-12,12963.7166399999,5.473,-1.228
"1297",2010-07-13,12971.6999999999,9.772,-3.343
"1298",2010-07-13,12979.7164799999,5.873,-0.673
"1299",2010-07-14,12995.6999999999,10.032,-4.218
"1300",2010-07-14,13011.69984,10.471,-6.81
"1301",2010-07-15,13019.6999999999,6.708,-1.453
"1302",2010-07-15,13035.69984,3.628,-1.183
"1303",2010-07-16,13043.7165599999,6.105,-0.176
"1304",2010-07-16,13059.7331999999,6.74,-1.088
"1305",2010-07-17,13067.6999999999,6.211,-0.724
"1306",2010-07-17,13075.7498399999,6.568,-0.958
"1307",2010-07-17,13083.7331999999,6.72,-1.079
"1308",2010-07-18,13091.6999999999,6.743,-1.347
"1309",2010-07-18,13099.7164799999,6.69,-1.536
"1310",2010-07-18,13107.69984,6.711,-1.058
"1311",2010-07-19,13115.7165599999,9.04,-3.726
"1312",2010-07-19,13123.7164799999,9.496,-4.692
"1313",2010-07-19,13131.69984,9.578,-4.802
"1314",2010-07-20,13139.7165599999,6.965,-1.405
"1315",2010-07-20,13155.7331999999,5.891,-0.637
"1316",2010-07-21,13163.6999999999,6.968,-1.412
"1317",2010-07-21,13171.7332799999,7.556,-1.73
"1318",2010-07-21,13179.7166399999,7.543,-1.711
"1319",2010-07-22,13187.73336,5.404,-0.202
"1320",2010-07-22,13203.7166399999,4.962,-1.043
"1321",2010-07-23,13211.7165599999,8.43,-2.786
"1322",2010-07-23,13227.7166399999,8.464,-6.216
"1323",2010-07-24,13235.7165599999,8.483,-8.303
"1324",2010-07-24,13243.7164799999,9.072,-9.886
"1325",2010-07-24,13251.7331999999,9.279,-9.551
"1326",2010-07-25,13259.6999999999,8.993,-9.777
"1327",2010-07-25,13275.7331999999,9.095,-9.899
"1328",2010-07-26,13283.6999999999,9.319,-9.506
"1329",2010-07-26,13291.6999199999,9.68,-8.659
"1330",2010-07-26,13299.7331999999,10.323,-8.771
"1331",2010-07-27,13307.7165599999,11.623,-8.879
"1332",2010-07-27,13323.7166399999,11.629,-9.018
"1333",2010-07-28,13339.7164799999,13.345,-9.422
"1334",2010-07-28,13347.7166399999,13.351,-9.803
"1335",2010-07-29,13355.7165599999,14.495,-7.442
"1336",2010-07-30,13379.7165599999,13.887,-8.443
"1337",2010-07-30,13387.7164799999,14.476,-8.046
"1338",2010-07-30,13395.7331999999,14.462,-8.062
"1339",2010-07-31,13403.6999999999,9.882,-3.349
"1340",2010-07-31,13411.7332799999,5.522,-1.112
"1341",2010-08-01,13435.7332799999,5.29,-3.745
"1342",2010-08-01,13443.7166399999,5.287,-3.784
"1343",2010-08-02,13451.7165599999,5.302,-3.665
"1344",2010-08-02,13459.7332799999,5.278,-3.772
"1345",2010-08-02,13467.7166399999,5.25,-3.731
"1346",2010-08-03,13475.6999999999,5.27,-3.77
"1347",2010-08-03,13483.7164799999,5.263,-3.747
"1348",2010-08-04,13507.6999199999,3.834,-6.306
"1349",2010-08-04,13515.69984,4.592,-5.368
"1350",2010-08-05,13539.7166399999,3.832,-1.656
"1351",2010-08-06,13547.6999999999,0.175,-0.268
"1352",2010-08-06,13555.7164799999,-0.033,-4.273
"1353",2010-08-06,13563.69984,-0.079,-4.689
"1354",2010-08-07,13571.7165599999,4.238,-7.447
"1355",2010-08-07,13579.7164799999,6.674,-8.478
"1356",2010-08-07,13587.69984,6.67,-8.479
"1357",2010-08-08,13595.6999999999,6.665,-8.467
"1358",2010-08-08,13611.7331999999,6.676,-8.483
"1359",2010-08-09,13619.7165599999,6.671,-8.47
"1360",2010-08-10,13643.7165599999,10.565,-1.285
"1361",2010-08-10,13651.7164799999,10.936,0.832
"1362",2010-08-10,13659.7166399999,9.606,-0.061
"1363",2010-08-11,13667.6999999999,3.064,-0.979
"1364",2010-08-11,13675.7164799999,2.865,-1.592
"1365",2010-08-11,13683.69984,3.127,-1.184
"1366",2010-08-12,13691.6999999999,3.127,-1.085
"1367",2010-08-12,13699.6999199999,2.278,-2.871
"1368",2010-08-12,13707.69984,2.266,-2.923
"1369",2010-08-13,13715.7165599999,-0.338,-0.053
"1370",2010-08-13,13723.6999199999,-0.471,-1.762
"1371",2010-08-13,13731.69984,-0.211,-2.17
"1372",2010-08-14,13739.7165599999,-0.991,-4.477
"1373",2010-08-14,13747.6999199999,2.088,-4.01
"1374",2010-08-14,13755.7166399999,2.088,-3.989
"1375",2010-08-15,13763.73336,2.092,-3.986
"1376",2010-08-15,13779.7166399999,2.077,-4.009
"1377",2010-08-16,13787.73336,0.41,-2.812
"1378",2010-08-16,13795.6999199999,0.223,-5.131
"1379",2010-08-16,13803.69984,1.785,-6.765
"1380",2010-08-17,13811.7165599999,9.548,-4.752
"1381",2010-08-17,13819.6999199999,11.127,-6.736
"1382",2010-08-17,13827.69984,10.598,-7.152
"1383",2010-08-18,13835.6999999999,10.11,-7.826
"1384",2010-08-18,13843.7164799999,8.351,-9.766
"1385",2010-08-18,13851.7166399999,7.694,-8.112
"1386",2010-08-19,13859.6999999999,3.591,-6.805
"1387",2010-08-19,13867.7164799999,5.116,-5.255
"1388",2010-08-19,13875.7166399999,5.861,-4.495
"1389",2010-08-20,13883.7165599999,5.847,-4.503
"1390",2010-08-20,13891.6999199999,5.862,-4.547
"1391",2010-08-20,13899.69984,5.914,-4.514
"1392",2010-08-21,13907.7165599999,5.803,-4.496
"1393",2010-08-21,13923.7166399999,4.023,-6.215
"1394",2010-08-22,13931.6999999999,1.96,-4.048
"1395",2010-08-22,13947.69984,0.594,-2.277
"1396",2010-08-23,13955.7165599999,4.403,0.925
"1397",2010-08-23,13963.6999199999,5.571,-0.354
"1398",2010-08-23,13971.69984,4.586,-1.688
"1399",2010-08-24,13979.6999999999,4.568,-1.701
"1400",2010-08-24,13987.7164799999,4.618,-1.669
"1401",2010-08-24,13995.7166399999,4.589,-1.678
"1402",2010-08-25,14003.6999999999,4.583,-1.684
"1403",2010-08-25,14011.6999199999,4.574,-1.666
"1404",2010-08-25,14019.7166399999,4.577,-1.696
"1405",2010-08-26,14027.6999999999,4.619,-1.647
"1406",2010-08-26,14035.6999199999,4.572,-1.699
"1407",2010-08-26,14043.7331999999,4.804,-1.941
"1408",2010-08-27,14051.6999999999,4.568,-1.681
"1409",2010-08-27,14059.6999199999,4.584,-1.661
"1410",2010-08-27,14067.7331999999,4.872,-1.931
"1411",2010-08-28,14075.6999999999,5.395,-0.409
"1412",2010-08-28,14083.7164799999,5.438,-0.406
"1413",2010-08-28,14091.69984,5.419,-0.432
"1414",2010-08-29,14099.6999999999,5.377,-0.399
"1415",2010-08-29,14115.69984,4.452,-1.688
"1416",2010-08-30,14123.6999999999,11.615,-3.106
"1417",2010-08-30,14131.7164799999,11.232,-6.638
"1418",2010-08-30,14139.7166399999,9.581,-8.228
"1419",2010-08-31,14147.7165599999,9.094,-9.231
"1420",2010-08-31,14163.7331999999,9.044,-9.245
"1421",2010-09-01,14171.73336,8.959,-9.094
"1422",2010-09-01,14179.6999199999,8.639,-8.749
"1423",2010-09-01,14187.7166399999,9.061,-9.23
"1424",2010-09-02,14203.7332799999,1.794,-7.121
"1425",2010-09-03,14219.7165599999,1.452,-5.334
"1426",2010-09-03,14227.7164799999,1.207,-2.384
"1427",2010-09-03,14235.69984,-0.248,-2.068
"1428",2010-09-04,14243.6999999999,2.971,-1.528
"1429",2010-09-04,14251.7498399999,4.18,-4.578
"1430",2010-09-04,14259.7166399999,5.562,-5.373
"1431",2010-09-05,14267.6999999999,12.823,-5.769
"1432",2010-09-05,14275.7164799999,10.213,-8.607
"1433",2010-09-06,14291.6999999999,12.275,-9.038
"1434",2010-09-06,14299.7164799999,12.906,-12.388
"1435",2010-09-06,14307.69984,15.806,-13.503
"1436",2010-09-07,14315.7165599999,19.047,-14.681
"1437",2010-09-07,14323.7164799999,18.539,-12.896
"1438",2010-09-07,14331.69984,18.98,-12.982
"1439",2010-09-08,14339.7165599999,17.107,-13.248
"1440",2010-09-08,14347.6999199999,14.455,-12.333
"1441",2010-09-09,14363.7165599999,14.479,-11.855
"1442",2010-09-09,14371.6999199999,13.647,-12.118
"1443",2010-09-09,14379.7331999999,13.93,-12.166
"1444",2010-09-10,14387.6999999999,13.952,-12.144
"1445",2010-09-10,14395.7164799999,13.777,-11.988
"1446",2010-09-10,14403.69984,13.914,-12.153
"1447",2010-09-11,14411.7165599999,13.932,-12.184
"1448",2010-09-11,14419.6999199999,13.928,-12.177
"1449",2010-09-11,14427.7166399999,14.056,-12.163
"1450",2010-09-12,14435.73336,13.926,-12.162
"1451",2010-09-12,14443.6999199999,13.912,-12.118
"1452",2010-09-12,14451.7166399999,13.952,-12.199
"1453",2010-09-13,14467.7332799999,14.012,-11.778
"1454",2010-09-13,14475.7166399999,13.915,-12.161
"1455",2010-09-14,14491.6999199999,13.866,-12.026
"1456",2010-09-14,14499.7166399999,13.945,-12.167
"1457",2010-09-15,14507.7165599999,13.931,-12.161
"1458",2010-09-15,14515.7164799999,13.895,-10.576
"1459",2010-09-15,14523.7166399999,12.902,-9.58
"1460",2010-09-16,14531.7165599999,13.927,-12.105
"1461",2010-09-16,14539.6999199999,13.93,-11.966
"1462",2010-09-16,14547.7331999999,15.004,-12.367
"1463",2010-09-17,14555.7165599999,14.849,-10.24
"1464",2010-09-17,14563.6999199999,14.039,-10.702
"1465",2010-09-17,14571.7331999999,14.048,-10.692
"1466",2010-09-18,14587.7332799999,11.699,-9.248
"1467",2010-09-19,14603.7165599999,6.783,-1.303
"1468",2010-09-19,14611.7164799999,0.67,-2.548
"1469",2010-09-19,14619.69984,-0.629,-2.025
"1470",2010-09-20,14627.73336,-0.35,-1.208
"1471",2010-09-20,14635.7332799999,0.679,-5.395
"1472",2010-09-21,14651.7165599999,4.408,-5.263
"1473",2010-09-21,14659.7164799999,7.04,-6.445
"1474",2010-09-21,14667.7331999999,7.083,-6.574
"1475",2010-09-22,14691.7166399999,7.049,-6.423
"1476",2010-09-23,14707.6999199999,7.02,-6.44
"1477",2010-09-23,14715.7166399999,6.992,-6.468
"1478",2010-09-24,14731.7164799999,8.51,-5.851
"1479",2010-09-24,14739.7166399999,8.37,-6.427
"1480",2010-09-25,14747.6999999999,11.766,-2.973
"1481",2010-09-25,14755.7164799999,11.57,-7.855
"1482",2010-09-25,14763.69984,11.944,-8.944
"1483",2010-09-26,14771.6999999999,13.507,-10.568
"1484",2010-09-26,14779.6999199999,14.859,-12.09
"1485",2010-09-26,14787.7166399999,14.73,-13.808
"1486",2010-09-27,14795.7165599999,17.873,-12.622
"1487",2010-09-27,14803.7164799999,18.424,-14.192
"1488",2010-09-27,14811.69984,17.919,-13.721
"1489",2010-09-28,14819.73336,16.234,-9.471
"1490",2010-09-28,14827.7164799999,16.766,-10.482
"1491",2010-09-28,14835.7166399999,16.735,-10.472
"1492",2010-09-29,14843.73336,16.852,-10.425
"1493",2010-09-29,14851.7498399999,16.779,-10.445
"1494",2010-09-29,14859.69984,16.845,-10.432
"1495",2010-09-30,14867.7165599999,16.847,-10.428
"1496",2010-09-30,14875.6999199999,16.84,-10.407
"1497",2010-09-30,14883.69984,16.885,-10.432
"1498",2010-10-01,14899.6999199999,16.805,-10.419
